id,Song,Artist,Song_ASCII,Artist_ASCII,Cover Artist,Date,Album,Album_ID,Image,File_IN,Hash_IN,Flags,Key,Tempo (1/4 beat),Version
305,Somebody That I Used to Know,"Gotye, Kimbra",Somebody That I Used to Know,"Gotye, Kimbra",Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,9,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/033. Gotye, Kimbra - Somebody That I Used to Know (Neuro.v3).mp3",96eec33687eaaba9,v3;neuro;,,,3
306,I Am Machine,Three Days Grace,I Am Machine,Three Days Grace,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,10,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/034. Three Days Grace - I Am Machine (Neuro.v3).mp3,cb61611e70712f3a,v3;neuro;,,,3
307,打打打打打打打打打打 (Dadadadadadadadadada),Hige Driver Join. SELEN,Dadadadadadadadadada,Hige Driver Join. SELEN,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,11,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/035. Hige Driver Join. SELEN - 打打打打打打打打打打 (Dadadadadadadadadada) (Neuro.v3).mp3,1927e50e88b111ee,v3;neuro;,,,3
308,ビターチョコデコレーション (Bitter Choco Decoration),syudou,Bitter Choco Decoration,syudou,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,12,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/036. syudou - ビターチョコデコレーション (Bitter Choco Decoration) (Neuro.v3).mp3,1e55d3620b471ed8,v3;neuro;,,,3
309,Welcome to the Black Parade,My Chemical Romance,Welcome to the Black Parade,My Chemical Romance,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,13,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/037. My Chemical Romance - Welcome to the Black Parade (Neuro.v3).mp3,6cbca9f005606693,v3;neuro;,,,3
310,VILLAIN,K/DA,VILLAIN,KDA,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,14,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/038. K slash DA - VILLAIN (Neuro.v3).mp3,21bab691218d9233,v3;neuro;,,,3
311,Numb,Linkin Park,Numb,Linkin Park,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,15,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/039. Linkin Park - Numb (Neuro.v3).mp3,eb0fbee8cdbc8e8b,v3;neuro;,,,3
312,Chandelier,Sia,Chandelier,Sia,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,16,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/040. Sia - Chandelier (Neuro.v3).mp3,9a8cb98933681817,v3;neuro;,,,3
313,PERFECT MACHINE,Starset,PERFECT MACHINE,Starset,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,17,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/041. Starset - PERFECT MACHINE (Neuro.v3).mp3,af3b1e681e1d8535,v3;neuro;,,,3
314,アイドル (Idol),YOASOBI,Idol,YOASOBI,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,18,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/042. YOASOBI - アイドル (Idol) (Neuro.v3).mp3,e86f4162642970c5,v3;neuro;,,,3
315,ICARUS,Starset,ICARUS,Starset,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,19,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/043. Starset - ICARUS (Neuro.v3).mp3,d1a7c56898ab6c2b,v3;neuro;,,,3
316,Sad Machine,Porter Robinson,Sad Machine,Porter Robinson,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,20,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/044. Porter Robinson - Sad Machine (Neuro.v3).mp3,609560ae94fd5a02,v3;neuro;,,,3
317,Duvet,bôa,Duvet,boa,Neuro,2023-07-05,Neuro 2023-07-05 Karaoke,21,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/045. bôa - Duvet (Neuro.v3).mp3,8814c1b4a141e4c3,v3;neuro;,,,3
318,Bring Me to Life,Evanescence,Bring Me to Life,Evanescence,Neuro & Evil,2023-07-05,Neuro 2023-07-05 Karaoke,22,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/046. Evanescence - Bring Me to Life (Duet.v1) (Neuro & Evil).mp3,cfcdac8cc163e047,v3;neuro;duet;,,,1
319,Great War,Sabaton,Great War,Sabaton,Evil,2023-07-19,Evil 2023-07-19 Karaoke,1,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/047. Sabaton - Great War (Evil.v1).mp3,d136feb8bfe36993,v3;evil;,,,1
320,愛して愛して愛して (Aishite Aishite Aishite),Kikuo,Aishite Aishite Aishite,Kikuo,Evil,2023-07-19,Evil 2023-07-19 Karaoke,2,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/048. Kikuo - 愛して愛して愛して (Aishite Aishite Aishite) (Evil.v1).mp3,6f3d72b524d3dd48,v3;evil;,,,1
321,The Kill,Thirty Seconds to Mars,The Kill,Thirty Seconds to Mars,Evil,2023-07-19,Evil 2023-07-19 Karaoke,3,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/049. Thirty Seconds to Mars - The Kill (Evil.v1).mp3,b0c0628ea35a3265,v3;evil;,,,1
322,デスロウ (Death of the Law),Utsu-P,Death of the Law,Utsu-P,Evil,2023-07-19,Evil 2023-07-19 Karaoke,4,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/050. Utsu-P - デスロウ (Death of the Law) (Evil.v1).mp3,2f4231153adcfa55,v3;evil;,,,1
323,Do It All the Time,I DONT KNOW HOW BUT THEY FOUND ME,Do It All the Time,I DONT KNOW HOW BUT THEY FOUND ME,Evil,2023-07-19,Evil 2023-07-19 Karaoke,5,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/051. I DONT KNOW HOW BUT THEY FOUND ME - Do It All the Time (Evil.v1).mp3,6a9e2215d448e17d,v3;evil;,,,1
324,ワールズエンド・ダンスホール (World's End Dancehall),wowaka,Worlds End Dancehall,wowaka,Neuro & Evil,2023-07-19,Evil 2023-07-19 Karaoke,6,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/052. wowaka - ワールズエンド・ダンスホール (World's End Dancehall) (Duet.v1) (Neuro & Evil).mp3,685056ee36d13574,v3;evil;duet;,,,1
325,"You're Gonna Go Far, Kid",The Offspring,"You're Gonna Go Far, Kid",The Offspring,Evil,2023-07-19,Evil 2023-07-19 Karaoke,7,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/053. The Offspring - You're Gonna Go Far, Kid (Evil.v1).mp3",02ff566fe26cdade,v3;evil;,,,1
326,The Phoenix,Fall Out Boy,The Phoenix,Fall Out Boy,Evil,2023-07-19,Evil 2023-07-19 Karaoke,8,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/054. Fall Out Boy - The Phoenix (Evil.v1).mp3,ec4b01c97e9d4a30,v3;evil;,,,1
327,The Rumbling,SiM,The Rumbling,SiM,Evil,2023-07-19,Evil 2023-07-19 Karaoke,9,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/055. SiM - The Rumbling (Evil.v1).mp3,ac8e762a32bafd66,v3;evil;,,,1
328,Crawling,Linkin Park,Crawling,Linkin Park,Evil,2023-07-19,Evil 2023-07-19 Karaoke,10,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/056. Linkin Park - Crawling (Evil.v1).mp3,9cb23935dc158b75,v3;evil;,,,1
329,Can You Feel My Heart,Bring Me the Horizon,Can You Feel My Heart,Bring Me the Horizon,Evil,2023-07-19,Evil 2023-07-19 Karaoke,11,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/057. Bring Me the Horizon - Can You Feel My Heart (Evil.v1).mp3,b2c3977df29aa971,v3;evil;,,,1
330,Bad Apple!!,"Alstroemeria Records, nomico",Bad Apple!!,"Alstroemeria Records, nomico",Evil,2023-07-19,Evil 2023-07-19 Karaoke,12,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/058. Alstroemeria Records, nomico - Bad Apple!! (Evil.v1).mp3",268a7ddceb4d9a0c,v3;evil;,,,1
331,Behind Blue Eyes,Limp Bizkit,Behind Blue Eyes,Limp Bizkit,Evil,2023-07-19,Evil 2023-07-19 Karaoke,13,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/059. Limp Bizkit - Behind Blue Eyes (Evil.v1).mp3,9a4512cf76495f4e,v3;evil;,,,1
332,The Pretender,Foo Fighters,The Pretender,Foo Fighters,Evil,2023-07-19,Evil 2023-07-19 Karaoke,14,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/060. Foo Fighters - The Pretender (Evil.v1).mp3,c5cf63a63c520078,v3;evil;,,,1
333,Make a Move,Icon for Hire,Make a Move,Icon for Hire,Evil,2023-07-19,Evil 2023-07-19 Karaoke,15,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/061. Icon for Hire - Make a Move (Evil.v1).mp3,21fca468db716846,v3;evil;,,,1
334,Monster,Skillet,Monster,Skillet,Evil,2023-07-19,Evil 2023-07-19 Karaoke,16,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/062. Skillet - Monster (Evil.v1).mp3,dc1503dfeacc6224,v3;evil;,,,1
335,Pain,Three Days Grace,Pain,Three Days Grace,Evil,2023-07-19,Evil 2023-07-19 Karaoke,17,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/063. Three Days Grace - Pain (Evil.v1).mp3,b10769a022c64f54,v3;evil;,,,1
336,Thnks fr th Mmrs,Fall Out Boy,Thnks fr th Mmrs,Fall Out Boy,Evil,2023-07-19,Evil 2023-07-19 Karaoke,18,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/064. Fall Out Boy - Thnks fr th Mmrs (Evil.v1).mp3,aa3b32d607c928a1,v3;evil;,,,1
337,unravel,TK from Ling tosite sigure,unravel,TK from Ling tosite sigure,Evil,2023-07-19,Evil 2023-07-19 Karaoke,19,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/065. TK from Ling tosite sigure - unravel (Evil.v1).mp3,b05f6f542feda0c7,v3;evil;,,,1
338,Uprising,Muse,Uprising,Muse,Evil,2023-07-19,Evil 2023-07-19 Karaoke,20,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/066. Muse - Uprising (Evil.v1).mp3,a781dac781aeb0ea,v3;evil;,,,1
339,Waiting on the Sky to Change,"Starset, Breaking Benjamin",Waiting on the Sky to Change,"Starset, Breaking Benjamin",Neuro & Evil,2023-07-19,Evil 2023-07-19 Karaoke,21,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/067. Starset, Breaking Benjamin - Waiting on the Sky to Change (Duet.v1) (Neuro & Evil).mp3",47da212aee57cb0c,v3;evil;duet;,,,1
340,Partners in Crime,Set It Off,Partners in Crime,Set It Off,Neuro & Evil,2023-07-19,Evil 2023-07-19 Karaoke,22,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/068. Set It Off - Partners in Crime (Duet.v1) (Neuro & Evil).mp3,b9f1f5642f28cfca,v3;evil;duet;,,,1
341,Wellerman,Nathan Evans,Wellerman,Nathan Evans,Neuro,2023-07-26,Theme Streams,1,Pirate,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/069. Nathan Evans - Wellerman (Neuro.v3).mp3,7a180dd1417dfdb3,v3;neuro;,,,3
342,It's Been So Long,The Living Tombstone,It's Been So Long,The Living Tombstone,Neuro,2023-08-01,Unused Covers,2,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/070. The Living Tombstone - It's Been So Long (Neuro.v3).mp3,5dfbaf3f686911e4,v3;neuro;unused;,,,3
343,ラグトレイン (Lagtrain),inabakumori,Lagtrain,inabakumori,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,1,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/071. inabakumori - ラグトレイン (Lagtrain) (Neuro.v3).mp3,5f1055a4bc6f1aa5,v3;neuro;,,,3
344,いかないで (Ikanaide),Sohta,Ikanaide,Sohta,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,2,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/072. Sohta - いかないで (Ikanaide) (Neuro.v3).mp3,c148bad54a431d8d,v3;neuro;,,,3
345,"Hello, World",Louie Zong,"Hello, World",Louie Zong,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,3,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/073. Louie Zong - Hello, World (Neuro.v3).mp3",bd50bf200fe9e2bc,v3;neuro;,,,3
346,ガランド (Airhead),Picon,Airhead,Picon,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,4,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/074. Picon - ガランド (Airhead) (Neuro.v3).mp3,869265b1afc3d286,v3;neuro;,,,3
347,オドループ (oddloop),Frederic,oddloop,Frederic,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,5,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/075. Frederic - オドループ (oddloop) (Neuro.v3).mp3,47bf0ba7c4e8c540,v3;neuro;,,,3
348,Cupid,FIFTY FIFTY,Cupid,FIFTY FIFTY,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,6,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/076. FIFTY FIFTY - Cupid (Neuro.v3).mp3,63a3586755a6e562,v3;neuro;,,,3
349,Little Dark Age,MGMT,Little Dark Age,MGMT,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,7,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/077. MGMT - Little Dark Age (Neuro.v3).mp3,6117640844c8a257,v3;neuro;,,,3
350,Fluorite Eye's Song,Kairi Yagi,Fluorite Eye's Song,Kairi Yagi,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,8,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/078. Kairi Yagi - Fluorite Eye's Song (Neuro.v3).mp3,062485d6096fba3d,v3;neuro;,,,3
351,劣等上等 (BRING IT ON),Giga,BRING IT ON,Giga,Neuro & Evil,2023-08-02,Neuro 2023-08-02 Karaoke,9,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/079. Giga - 劣等上等 (BRING IT ON) (Duet.v1) (Neuro & Evil).mp3,5210a4e0f86b97d9,v3;neuro;duet;,,,1
352,エイリアンエイリアン (Alien Alien),NayutalieN,Alien Alien,NayutalieN,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,10,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/080. NayutalieN - エイリアンエイリアン (Alien Alien) (Neuro.v3).mp3,76558d1bee1c0da5,v3;neuro;,,,3
353,Enemy,"Imagine Dragons, JID",Enemy,"Imagine Dragons, JID",Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,11,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/081. Imagine Dragons, JID - Enemy (Neuro.v3).mp3",2b9497b0b6223dd0,v3;neuro;,,,3
354,Careless Whisper,George Michael,Careless Whisper,George Michael,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,12,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/082. George Michael - Careless Whisper (Neuro.v3).mp3,413d5ad581ac8c71,v3;neuro;,,,3
355,Fireflies,Owl City,Fireflies,Owl City,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,13,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/083. Owl City - Fireflies (Neuro.v3).mp3,92fcb27aeef46c27,v3;neuro;,,,3
356,Pompeii,Bastille,Pompeii,Bastille,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,14,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/084. Bastille - Pompeii (Neuro.v3).mp3,513d1bd010845121,v3;neuro;,,,3
357,Francium,Nantoka-P,Francium,Nantoka-P,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,15,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/085. Nantoka-P - Francium (Neuro.v3).mp3,7706c20010b99677,v3;neuro;,,,3
358,マトリョシカ (Matryoshka),Hachi,Matryoshka,Hachi,Neuro & Evil,2023-08-02,Neuro 2023-08-02 Karaoke,16,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/086. Hachi - マトリョシカ (Matryoshka) (Duet.v1) (Neuro & Evil).mp3,58427fb97b4f660d,v3;neuro;duet;,,,1
359,Blue (Da Ba Dee),Eiffel 65,Blue (Da Ba Dee),Eiffel 65,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,17,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/087. Eiffel 65 - Blue (Da Ba Dee) (Neuro.v3).mp3,8592fe46f2d5523a,v3;neuro;,,,3
360,Want You Gone,Jonathan Coulton,Want You Gone,Jonathan Coulton,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,18,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/088. Jonathan Coulton - Want You Gone (Neuro.v3).mp3,d85fd9ec4332922f,v3;neuro;,,,3
361,my time,bo en,my time,bo en,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,19,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/089. bo en - my time (Neuro.v3).mp3,b3c7e6866faea565,v3;neuro;,,,3
362,Everything Goes On,Porter Robinson,Everything Goes On,Porter Robinson,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,20,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/090. Porter Robinson - Everything Goes On (Neuro.v3).mp3,c1bbba3be2d678bf,v3;neuro;,,,3
363,"＊ハロー、プラネット。(*Hello, Planet.)",sasakure.UK,"Hello, Planet.",sasakure.UK,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,21,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/091. sasakure.UK - *ハロー、プラネット。(_Hello, Planet.) (Neuro.v3).mp3",bbb24518120c1b30,v3;neuro;,,,3
364,Take Me to Church,Hozier,Take Me to Church,Hozier,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,22,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/092. Hozier - Take Me to Church (Neuro.v3).mp3,8769a610bc3eb2ad,v3;neuro;,,,3
365,神っぽいな (God-ish),"DECO*27, PinocchioP",God-ish,"DECO 27, PinocchioP",Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,23,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/093. DECO_27, PinocchioP - 神っぽいな (God-ish) (Neuro.v3).mp3",5c949e31d8356fb4,v3;neuro;,,,3
366,A Thousand Years,Christina Perri,A Thousand Years,Christina Perri,Neuro,2023-08-02,Neuro 2023-08-02 Karaoke,24,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/094. Christina Perri - A Thousand Years (Neuro.v3).mp3,1e5dde89b59f0c64,v3;neuro;,,,3
367,The Phantom of the Opera,"Andrew Webber, Gerard Butler, Emmy Rossum",The Phantom of the Opera,"Andrew Webber, Gerard Butler, Emmy Rossum",Neuro & Evil,2023-08-02,Neuro 2023-08-02 Karaoke,25,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/095. Andrew Webber, Gerard Butler, Emmy Rossum - The Phantom of the Opera (Duet.v1) (Neuro & Evil).mp3",b3433df2c9d895e8,v3;neuro;duet;,,,1
368,Wellerman,Nathan Evans,Wellerman,Nathan Evans,Neuro & Evil,2023-08-11,Theme Streams,2,Pirate-duet,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/096. Nathan Evans - Wellerman (Duet.v1) (Neuro & Evil).mp3,037902cfa5ff1516,v3;evil;duet;,,,1
369,リレイアウター (Relay Outer),inabakumori,Relay Outer,inabakumori,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,1,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/097. inabakumori - リレイアウター (Relay Outer) (Neuro.v3).mp3,e790bd954688f329,v3;neuro;,,,3
370,So What,P!nk,So What,Pnk,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,2,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/098. P!nk - So What (Neuro.v3).mp3,ab1fbcbcdd617c8c,v3;neuro;,,,3
371,39みゅーじっく！ (39 Music!),mikitoP,39 Music,mikitoP,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,3,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/099. mikitoP - 39みゅーじっく！ (39 Music!) (Neuro.v3).mp3,9ce8685f5d8c2dc5,v3;neuro;,,,3
372,アンドロイドガール (Android Girl),DECO*27,Android Girl,DECO 27,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,4,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/100. DECO_27 - アンドロイドガール (Android Girl) (Neuro.v3).mp3,b45cc573be6e7f6a,v3;neuro;,,,3
373,Witch Doctor,"Cartoons, David Seville",Witch Doctor,"Cartoons, David Seville",Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,5,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/101. Cartoons, David Seville - Witch Doctor (Neuro.v3).mp3",6be1b97c6b947f04,v3;neuro;,,,3
374,High Hopes,Panic! at the Disco,High Hopes,Panic at the Disco,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,6,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/102. Panic! at the Disco - High Hopes (Neuro.v3).mp3,29b1bb1aa166cfb5,v3;neuro;,,,3
375,夜に駆ける (Racing Into The Night),YOASOBI,Racing Into The Night,YOASOBI,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,7,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/103. YOASOBI - 夜に駆ける (Racing Into The Night) (Neuro.v3).mp3,d45f538b06a31297,v3;neuro;,,,3
376,ありふれたせかいせいふく (Common World Domination),PinocchioP,Common World Domination,PinocchioP,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,8,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/104. PinocchioP - ありふれたせかいせいふく (Common World Domination) (Neuro.v3).mp3,db9c2e9f91c0e85f,v3;neuro;,,,3
377,ECHO,Crusher,ECHO,Crusher,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,9,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/105. Crusher - ECHO (Neuro.v3).mp3,a4d1d05282469090,v3;neuro;,,,3
378,チキチキバンバン (chikichikibanban),QUEENDOM,chikichikibanban,QUEENDOM,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,10,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/106. QUEENDOM - チキチキバンバン (chikichikibanban) (Neuro.v3).mp3,386f1219174b66ef,v3;neuro;,,,3
379,I Want It That Way,Backstreet Boys,I Want It That Way,Backstreet Boys,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,11,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/107. Backstreet Boys - I Want It That Way (Neuro.v3).mp3,e2201e4cce8e4db4,v3;neuro;,,,3
380,ルカルカ★ナイトフィーバー (Luka Luka★Night Fever),Samfree,Luka Luka Night Fever,Samfree,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,12,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/108. Samfree - ルカルカ★ナイトフィーバー (Luka Luka★Night Fever) (Neuro.v3).mp3,1df55ad2491afb92,v3;neuro;,,,3
381,Pokémon Theme (Gotta catch 'em all!),"John Siegler, Jason Paige",Gotta catch em all,"John Siegler, Jason Paige",Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,13,,"songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/109. John Siegler, Jason Paige - Pokémon Theme (Gotta catch 'em all!) (Neuro.v3).mp3",f40dae772056b8fc,v3;neuro;,,,3
382,Poems of a Machine,Mili,Poems of a Machine,Mili,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,14,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/110. Mili - Poems of a Machine (Neuro.v3).mp3,45073abe735c9e31,v3;neuro;,,,3
383,Rockefeller Street (Nightcore),Getter Jaani,Rockefeller Street (Nightcore),Getter Jaani,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,15,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/111. Getter Jaani - Rockefeller Street (Nightcore) (Neuro.v3).mp3,3d8de4a8ea0f7e50,v3;neuro;,,,3
384,ねぇねぇねぇ。 (Nee Nee Nee.),PinocchioP,Nee Nee Nee.,PinocchioP,Neuro & Evil,2023-08-16,Neuro 2023-08-16 Karaoke,16,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/112. PinocchioP - ねぇねぇねぇ。 (Nee Nee Nee.) (Duet.v1) (Neuro & Evil).mp3,3621a2a842f79126,v3;neuro;duet;,,,1
385,Take On Me,a-ha,Take On Me,a-ha,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,17,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/113. a-ha - Take On Me (Neuro.v3).mp3,aa4b5ff7b7bdefd5,v3;neuro;,,,3
386,Smooth Criminal,Michael Jackson,Smooth Criminal,Michael Jackson,Neuro,2023-08-16,Neuro 2023-08-16 Karaoke,18,,songs/unofficialV3/DISC 3 - The Gold Standard (2023-06-21 - 2023-12-06)/114. Michael Jackson - Smooth Criminal (Neuro.v3).mp3,b2fe38f7df322b85,v3;neuro;,,,3
